artist_name,album_name,song_name,song_genre
Mohit Chauhan,Rockstar,Saadda Haq,pop-film
Bappi Lahiri;Anuradha Paudwal;Badshah,Badrinath Ki Dulhania,Tamma Tamma Again,pop-film
Himesh Reshammiya;Shreya Ghoshal,Aashiq Banaya Aapne,Aashiq Banaya Aapne,pop-film
Amit Trivedi;Shreya Ghoshal;Kavita Seth,Songs of Love,Lagan Laagi Re,pop-film
Vijay Yesudas,Premam,Evare,pop-film
Sonu Nigam;Hema Sardesai;Shankar Mahadevan,Pardes (Original Motion Picture Soundtrack),Yeh Dil Deewana,pop-film
Shreya Ghoshal;Osman Mir;Souumil Shringarpure;Siddharth Mahadevan,"Boom Padi (From ""Maja Ma"")","Boom Padi (From ""Maja Ma"")",pop-film
KK;KSW,Zara Sa (Lofi Flip),Zara Sa - Lofi Flip,pop-film
Atif Aslam;Tulsi Kumar,Satyameva Jayate,Paniyon Sa,pop-film
Hariharan,Shree Hanuman Chalisa (Hanuman Ashtak),Sankatmochan Hanuman Ashtak,pop-film
A.R. Rahman;Shreya Ghoshal;Uday Mazumdar,Guru (Original Motion Picture Soundtrack),Barso Re,pop-film
Lata Mangeshkar;Udit Narayan,Dilwale Dulhania Le Jayenge,Ho Gaya Hai Tujhko To Pyar Sajna,pop-film
Jatin-Lalit;Lata Mangeshkar;Udit Narayan;Anand Bakshi,Mohabbatein,Humko Humise Chura Lo,pop-film
Yuvan Shankar Raja;Rahul Nambiar,"Veeraa Sooraa (From ""Nene Vasthunna"")",Veeraa Sooraa,pop-film
Benny Dayal;Shalmali Kholgade,Main Tera Hero,Besharmi Ki Height,pop-film
Monty Sharma;Shail Hada,Saawariya (Original Motion Picture Soundtrack),Saawariya,pop-film
Atif Aslam;Chinmayi,Main Rang Sharbaton Ka (Lofi Mix),Main Rang Sharbaton Ka (Lofi Mix),pop-film
A.R. Rahman;Sarthak Kalyani;Mira Sengupta,"Tharangini [From ""Cobra (Telugu)""]","Tharangini (From ""Cobra (Telugu)"")",pop-film
Mukesh;Salil Chowdhury,Anand,Kahin Door Jab Din Dhal Jaye,pop-film
A.R. Rahman;NJ;Neeraj Madhav,"Porattam (From ""Vendhu Thanindhathu Kaadu"")","Porattam - From ""Vendhu Thanindhathu Kaadu""",pop-film
Tulsi Kumar;Arjun Kanungo;Vayu;Diksha C,Killer Haseena,Killer Haseena,pop-film
Anuradha Paudwal,Saajan (Original Motion Picture Soundtrack),Bahut Pyar Karte Hai - Female Version,pop-film
Karthik,Adam Joan,Ee Kaattu,pop-film
Harris Jayaraj;Karthik;Harini;Dr. Burn;Maya,Aadhavan (Original Motion Picture Soundtrack),Hasili Fisiliye,pop-film
Karthik;Chinmayi,Ninnu Kori,Unnatundi Gundey,pop-film
Neha Bhasin,Current,Atu Nuvve,pop-film
Sachin-Jigar;Arijit Singh;Priya Saraiya,YRF Top 10 - Midnight Hour,"Haareya (From ""Meri Pyaari Bindu "")",pop-film
Mohammed Rafi;Kishore Kumar;Asha Bhosle;Usha Mangeshkar,Shaan,Janu Meri Jaan - Shaan / Soundtrack Version,pop-film
Silambarasan TR;Blaze,Vallavan (Original Motion Picture Soundtrack),Loosu Pennae,pop-film
Alka Yagnik;Mohammed Aziz,Bollywood Melody Queen (Alka Yagnik),"Bahut Jatate Ho Pyar (From ""Aadmi Khilona Hai"")",pop-film
Hariharan;Clinton Cerejo,Sakhi,Pachchadanamey,pop-film
Karthik,Potugadu,Devatha,pop-film
G. V. Prakash;Sithara Krishnakumar,Muppozhudhum Un Karpanaigal (Original Motion Picture Soundtrack),Kangal Neeye,pop-film
Swarnalatha,Captain Prabhakaran (Original Motion Picture Soundtrack),Aattama Therottama,pop-film
Unnikrishnan,Kaadhalan,Ennavale Adi Ennavale,pop-film
Saindhavi,Deiva Thiirumagal (Original Motion Picture Soundtrack),Vizhigalil Oru Vaanavil,pop-film
Udit Narayan;Kavita Krishnamurthy,My Best Collection - Udit Narayan,"Bin Tere Sanam (From ""Yaara Dildara"")",pop-film
Monty Sharma;Parthiv Gohil,Saawariya (Original Motion Picture Soundtrack),Yoon Shabnami,pop-film
KK;Shreya Ghoshal,The Killer,Teri Yaadon Mein,pop-film
Arijit Singh,Padman,Aaj Se Teri,pop-film
Vishal-Shekhar;Sanam Puri;Neeti Mohan,Student of the Year 2,Fakira,pop-film
Roop Kumar Rathod;AK Bhuker,LoFi Songs,Maula Mere Maula - LoFi,pop-film
Vishal-Shekhar;Rahat Fateh Ali Khan;Irshad Kamil,Sultan,Jag Ghoomeya,pop-film
Mithoon;Aditya Narayan,"Ji Huzoor (From ""Shamshera"")","Ji Huzoor (From ""Shamshera"")",pop-film
Vishal-Shekhar;Suraj Jagan;Mahalakshmi Iyer,I Hate Luv Storys (Original Motion Picture Soundtrack),Sadka,pop-film
Jubin Nautiyal;Gourov Dasgupta,"Tu Banke Hawa (From ""Dhokha Round D Corner"")","Tu Banke Hawa (From ""Dhokha Round D Corner"")",pop-film
Arijit Singh;Sruthy Sasidharan,Commando 3 (Original Motion Picture Soundtrack),Akhiyaan Milavanga,pop-film
Shankar-Ehsaan-Loy;Sukhwinder Singh;Loy Mendonsa;Shankar Mahadevan,Bhaag Milkha Bhaag (Original Motion Picture Soundtrack),Slow Motion Angreza,pop-film
KK;Suzanne,Haunted,Tum Ho Mera Pyar,pop-film
Arijit Singh,Simran,Meet,pop-film
Shankar Mahadevan,Breathless,Breathless - Shankar Mahadevan,pop-film
Kumar Sanu;Udit Narayan;Alka Yagnik;Kavita Krishnamurthy,Ishq (Original Motion Picture Soundtrack),Neend Churayee Meri,pop-film
Himesh Reshammiya,Aap Ki Khatir (Original Motion Picture Soundtrack),Aap Ki Khatir,pop-film
Amit Trivedi;Vishal Dadlani;Sunidhi Chauhan;Habib Faisal,Ishaqzaade,Chokra Jawaan,pop-film
Jeet Gannguli;Arijit Singh,Khamoshiyan (Original Motion Picture Soundtrack),Baatein Ye Kabhi Na - Male,pop-film
Arijit Singh,Love Dose Arijit Singh,"Suno- Na Sangemarmar (From ""Youngistaan)",pop-film
Shankar-Ehsaan-Loy;Clinton Cerejo;Dominique Cerejo;Loy Mendonsa,Wake Up Sid (Original Motion Picture Soundtrack),Kya Karoon?,pop-film
Arijit Singh;Shadab;Altamash Faridi,Arijit Singh Broken Strings,"Lambiyaan Si Judaiyaan (From ""Raabta"")",pop-film
Kumar Sanu;Alka Yagnik,Baazigar (Original Motion Picture Soundtrack),Baazigar O Baazigar,pop-film
Arijit Singh,Arijit Singh Broken Strings,"Tera Yaar Hoon Main (From ""Sonu Ke Titu Ki Sweety"")",pop-film
Sonu Nigam;Shreya Ghoshal;Kunal Ganjawala;Sadhana Sargam;Shankar Mahadevan,Salaam-E-Ishq,Salaam-E-Ishq,pop-film
Sohail Sen;Neha Bhasin;Bappi Lahiri;Irshad Kamil,Gunday,Asalaam-e-Ishqum,pop-film
Thaman S;Harika Narayan,Sarkaru Vaari Paata-Title Song - Sarkaru Vaari Paata,Sarkaru Vaari Paata-Title Song,pop-film
Vishal-Shekhar;Arijit Singh;Shilpa Rao;Kumaar,YRF Top 10 - Nightout Sounds,"Ghungroo (From ""War"")",pop-film
Lata Mangeshkar;Gajendra Verma,Milo Na Tum - Gajendra Verma,Milo Na Tum,pop-film
A.R. Rahman,Jodhaa Akbar (Original Motion Picture Soundtrack),Khwaja Mere Khwaja,pop-film
Santhosh Narayanan;Ananthu;Pradeep Kumar;Shweta Mohan,Kabali (Original Motion Picture Soundtrack),Maya Nadhi,pop-film
Udit Narayan,Raja Hindustani (Original Motion Picture Soundtrack),Aaye Ho Meri Zindagi Mein - Male Version,pop-film
Sonu Nigam,Paramathma (Original Motion Picture Soundtrack),Paravashanadenu,pop-film
Lata Mangeshkar;Kishore Kumar,Remembering Lata Mangeshkar,Dekha Ek Khwab - II,pop-film
Hariharan;Asha Bhosle,Heyram (Original Motion Picture Soundtrack),Nee Partha,pop-film
Rahat Fateh Ali Khan;Nish Asher,Khuda Aur Mohabbat (Original Score),Khuda Aur Mohabbat (Original Score),pop-film
Santhosh Narayanan;Arunraja Kamaraj,Kabali (Original Motion Picture Soundtrack),Neruppu Da,pop-film
Vijay;Shreya Ghoshal,Jilla (Original Music Picture Soundtrack),Kandaangi Kandaangi,pop-film
Vijay Antony;Karthik;Charulatha Mani,Velayudham (Original Motion Picture Soundtrack),Chillax,pop-film
Najim Arshad;Sangeetha Sreekanth,Oru Murai Vanthu Paarthaya (Original Motion Picture Soundtrack),Arikil,pop-film
Harris Jayaraj;Naresh Iyer;Mukesh;Gopal Rao;Mahathi;Ranina Reddy,Engeyum Kadhal (Original Motion Picture Soundtrack),Thee Illai,pop-film
Yuvan Shankar Raja;Haricharan;Tanvi Shah,All About Love: Yuvanshankar Raja,"Thuli Thuli (From ""Paiya"")",pop-film
Yuvan Shankar Raja;K. J. Yesudas,Music Special,"Aarariraro(From ""Raam"")",pop-film
Sonu Nigam;Saindhavi;G. V. Prakash,Saguni,Manasellam Mazhaiye,pop-film
Yuvan Shankar Raja;G. V. Prakash;D. Imman;Vijay Antony;Thaman S,Biriyani (Original Motion Picture Soundtrack),Edhirthu Nill,pop-film
Shreya Ghoshal,Achyutam Keshavam,Achyutam Keshavam,pop-film
Ilaiyaraaja;S. P. Balasubrahmanyam;Lata Mangeshkar,Sathya (Original Motion Picture Soundtrack),Valaiyosai,pop-film
Unnikrishnan,Thullatha Manamum Thullum & Nee Varuvai Ena,Innisai Paadivarum - Language: Tamil; Film: Thullatha Manamum Thullum; Film Artist 1: Vijay; Film Artist 2: Simran,pop-film
Manikka Vinayagam;Rajlakshmi Devi;Chinna Ponnu,Sivappathigaram,Mannarkudi Kalakalakka,pop-film
D. Imman;Sean Roldan;Kalyani Nair,Saravanan Irukka Bayamaen (Original Motion Picture Soundtrack),Yembuttu Irukkuthu Aasai,pop-film
Yuvan Shankar Raja;Roshini;Priya Hemesh;Divya Vijay,Theeratha Vilayaatu Pillai (Original Motion Picture Soundtrack),En Jannal Vandha,pop-film
The Weeknd,After Hours,Blinding Lights,pop
Gajendra Verma,Table No. 21 (Original Motion Picture Soundtrack),Mann Mera,pop
AP Dhillon,Summer High,Summer High,pop
Chris Brown,Indigo (Extended),Under The Influence,pop
The Weeknd;Daft Punk,Starboy,Starboy,pop
AP Dhillon;Shinda Kahlon;Gurinder Gill;Gminxr,Insane,Insane,pop
Mitraz,Akhiyaan,Akhiyaan,pop
Chani Nattan;Inderpal Moga,Daku,Daku,pop
Ali Zafar,Jhoom,Jhoom - R&B Mix,pop
Pav Dharia,Na Ja,Na Ja,pop
AP Dhillon;Gurinder Gill;Intense,Excuses,Excuses,pop
Glass Animals,Dreamland,Heat Waves,pop
Elley Duhé,MIDDLE OF THE NIGHT,MIDDLE OF THE NIGHT,pop
One Direction,FOUR (Deluxe),Night Changes,pop
AP Dhillon;Gminxr;Gurinder Gill;Shinda Kahlon,Brown Munde,Brown Munde,pop
Ruth B.,Safe Haven,Dandelions,pop
Diljit Dosanjh,Drive Thru,Peaches,pop
Badshah;Nikhita Gandhi,Jugnu,Jugnu,pop
King,The Carnival,Tu Aake Dekhle,pop
AP Dhillon;Gurinder Gill,HIDDEN GEMS,TERE TE,pop
Ankit Tiwari;Manoj Muntashir,"Galliyan Returns (From ""Ek Villain Returns"")","Galliyan Returns (From ""Ek Villain Returns"")",pop
Sachet-Parampara;Sachet Tandon,"Maiyya Mainu (From ""Jersey"")","Maiyya Mainu (From ""Jersey"")",pop
Harrdy Sandhu,Bijlee Bijlee,Bijlee Bijlee,pop
Ed Sheeran,÷ (Deluxe),Perfect,pop
Charlie Puth;Jung Kook;BTS,Left and Right (Feat. Jung Kook of BTS),Left and Right (Feat. Jung Kook of BTS),pop
Diljit Dosanjh,Drive Thru,Lemonade,pop
AP Dhillon;Gurinder Gill,HIDDEN GEMS,DESIRES,pop
Sidhu Moose Wala,The Last Ride,The Last Ride,pop
Sidhu Moose Wala,Moosetape,295,pop
Armaan Malik;Vishal Mishra,Kabir Singh,Pehla Pyaar,pop
Alec Benjamin,Narrated For You,Let Me Down Slowly,pop
Ed Sheeran,÷ (Deluxe),Shape of You,pop
Mithoon;Arijit Singh;Neeti Mohan;Karan Malhotra,Shamshera,Fitoor,pop
Sidhu Moose Wala;Sunny Malton;The Kidd,Levels,Levels,pop
Akhil Sachdeva;Mansheel Gujral,"Channa Ve (From ""Bhoot - Part One: The Haunted Ship"")",Channa Ve,pop
Madhur Sharma,Kali Kali Zulfon Ke (Lo-Fi),Kali Kali Zulfon Ke (Lo-Fi),pop
Santhosh Narayanan;Anirudh Ravichander,"Thenmozhi (From ""Thiruchitrambalam"")","Thenmozhi (From ""Thiruchitrambalam"")",pop
Arijit Singh;Rupali Moghe,Badhaai Do (Original Motion Picture Soundtrack),Atak Gaya - Arijit Singh,pop
Tanishk Bagchi;Jubin Nautiyal;Asees Kaur,"Raataan Lambiyan (From ""Shershaah"")","Raataan Lambiyan (From ""Shershaah"")",pop
Sia,This Is Acting,Unstoppable,pop
Dhanush;Anirudh Ravichander,"Mayakkama Kalakkama (From ""Thiruchitrambalam"")","Mayakkama Kalakkama (From ""Thiruchitrambalam"")",pop
Jasleen Royal;B Praak;Romy;Anvita Dutt,"Ranjha (From ""Shershaah"")","Ranjha (From ""Shershaah"")",pop
Dhibu Ninan Thomas;Kapil Kapilan,"Adiye (From ""Bachelor"")","Adiye - From ""Bachelor""",pop
BLACKPINK,BORN PINK,Shut Down,pop
Yasser Desai;Neha Kakkar;Rajat Nagpal,"Dil Ko Karaar Aaya (From ""Sukoon"")","Dil Ko Karaar Aaya (From ""Sukoon"")",pop
Dhanush;Anirudh Ravichander,"Megham Karukatha (From ""Thiruchitrambalam"")","Megham Karukatha (From ""Thiruchitrambalam"")",pop
Dhanush;Anirudh Ravichander,"Thaai Kelavi (From ""Thiruchitrambalam"")","Thaai Kelavi (From ""Thiruchitrambalam"")",pop
A.R. Rahman;A. R. Reihana;Bamba Bakya,"Ponni Nadhi (From ""Ponniyin Selvan Part -1"") [Original Motion Picture Soundtrack]","Ponni Nadhi (From ""Ponniyin Selvan Part -1"") - Tamil",pop
Vishal Chandrashekhar;S.P. Charan,"Inthandham [From ""Sita Ramam (Telugu)""]","Inthandham (From ""Sita Ramam (Telugu)"")",pop
A.R. Rahman;Madhushree,Vendhu Thanindhathu Kaadu (Original Motion Picture Soundtrack),Mallipoo,pop
Stephen Sanchez,Until I Found You,Until I Found You,pop
Sam Smith;Kim Petras,Unholy (feat. Kim Petras),Unholy (feat. Kim Petras),pop
Harry Styles,As It Was,As It Was,pop
Billie Eilish;Khalid,lovely (with Khalid),lovely (with Khalid),pop
The Kid LAROI;Justin Bieber,STAY (with Justin Bieber),STAY (with Justin Bieber),pop
Maninder Buttar,Sakhiyaan,Sakhiyaan,pop
Akhil,Khaab,Khaab,pop
Jaymes Young,Feel Something,Infinity,pop
OAFF;Savera;Lothika;Kausar Munir,"Doobey (From ""Gehraiyaan"")","Doobey (From ""Gehraiyaan"")",pop
Ruth B.;slater,Dandelions (slowed + reverb),Dandelions - slowed + reverb,pop
DJ Snake;Justin Bieber,Encore,Let Me Love You,pop
The Chainsmokers;Halsey,Closer,Closer,pop
The PropheC,The Lifestyle,Kina Chir,pop
Asim Azhar,Jo Tu Na Mila,Jo Tu Na Mila,pop
Calvin Harris;Dua Lipa,One Kiss (with Dua Lipa),One Kiss (with Dua Lipa),pop
Akhil;Dhvani Bhanushali;Abhijit Vaghani;Bob,"Duniyaa (From ""Luka Chuppi"")","Duniyaa (From ""Luka Chuppi"")",pop
Atif Aslam;Pritam,Ajab Prem Ki Ghazab Kahani (Original Motion Picture Soundtrack),Tu Jaane Na,pop
Darshan Raval,Hawa Banke,Hawa Banke,pop
Atif Aslam,Badlapur (Original Motion Picture Soundtrack),Jeena Jeena,pop
Charlie Puth,Voicenotes,Attention,pop
Alka Yagnik;Arijit Singh,Tamasha,Agar Tum Saath Ho,pop
Jatin-Lalit;Shaan;Kailash Kher;Prasoon Joshi,Fanaa,Chand Sifarish,pop
Charlie Puth;Selena Gomez,Nine Track Mind,We Don't Talk Anymore (feat. Selena Gomez),pop
Tanishk Bagchi;Yasser Desai;Asees Kaur,"Makhna (From ""Drive"")",Makhna,pop
The Weeknd,Drippy Drippy,The Hills,pop
Madhur Sharma,Kali Kali Zulfon Ke,Kali Kali Zulfon Ke,pop
Javed Ali;Devi Sri Prasad,"Srivalli (From ""Pushpa The Rise Part - 01"")","Srivalli (From ""Pushpa The Rise Part - 01"")",pop
Karan Aujla,Sheesha,Sheesha,pop
Karan Aujla;YG,Way Ahead,Gangsta,pop
Vilen,Chidiya,Chidiya,pop
Atif Aslam;Alisha Chinai;Pritam,Ajab Prem Ki Ghazab Kahani (Original Motion Picture Soundtrack),Tera Hone Laga Hoon,pop
Stebin Ben;Nilesh Ahuja;Kumaar,Thoda Thoda Pyaar,Thoda Thoda Pyaar,pop
Pratsofficial,Aziyat 2.0 (Reprise Version),Aziyat 2.0 - Reprise Version,pop
Sachin-Jigar;Shreya Ghoshal;Tochi Raina,Shor in the City (Original Motion Picture Soundtrack),Saibo,pop
Arijit Singh;Neeti Mohan;Rashmi Virag,"Mere Yaaraa (From ""Sooryavanshi"")","Mere Yaaraa (From ""Sooryavanshi"")",pop
Neeti Mohan;Sanjay Leela Bhansali,Gangubai Kathiawadi,Meri Jaan,pop
Akhil Sachdeva;Tulsi Kumar,Kabir Singh,Tera Ban Jaunga,pop
Atif Aslam;Jyotica Tangri,Laila Majnu,O'Meri Laila,pop
BLACKPINK,Pink Venom,Pink Venom,pop
Sidhu Moose Wala;Sunny Malton,No Name,Never Fold (feat. Sunny Malton),pop
Taylor Swift,Sunny Mornings,You Belong With Me (Taylor’s Version),pop
Taylor Swift,Autumn Vibes 2022,Lover,pop
Rochak Kohli;Arijit Singh;Neha Kakkar,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")","Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",pop
Ayushmann Khurrana;Tanishk-Vayu,"Mere Liye Tum Kaafi Ho (From ""Shubh Mangal Zyada Saavdhan"")","Mere Liye Tum Kaafi Ho (From ""Shubh Mangal Zyada Saavdhan"")",pop
Taylor Swift,Autumn Vibes 2022,You Belong With Me (Taylor’s Version),pop
Taylor Swift,Autumn Vibes 2022,willow,pop
Sathyaprakash;VM Mahalingam;Nakul Abhyankar,Ponniyin Selvan Part-1 (Original Motion Picture Soundtrack),Chola Chola,pop
Taylor Swift,Autumn Vibes 2022,cardigan,pop
Vishal Chandrashekhar;Anurag Kulkarni;Sinduri Vishal,"Kaanunna Kalyanam [From ""Sita Ramam (Telugu)""]","Kaanunna Kalyanam (From ""Sita Ramam (Telugu)"")",pop
Yuvan Shankar Raja;Sid Sriram,"Kanja Poovu Kannala (From ""Viruman"")","Kanja Poovu Kannala (From ""Viruman"")",pop
Rema;Selena Gomez,Calm Down (with Selena Gomez),Calm Down (with Selena Gomez),pop
The Weeknd;Gesaffelstein,"My Dear Melancholy,",I Was Never There,pop
Joji,Glimpse of Us,Glimpse of Us,pop
AP Dhillon;Shinda Kahlon,Two Hearts Never Break The Same,Dil Nu,pop
AP Dhillon,Two Hearts Never Break The Same,Wo Noor,pop
AP Dhillon;Shinda Kahlon,Two Hearts Never Break The Same,All Night (Live),pop
LISA,LALISA,MONEY,pop
King,Ektarfa,Ektarfa,pop
Arijit Singh,Kedarnath,Jaan 'Nisaar (Arijit),pop
The Weeknd,Halloween Party 2022,After Hours,pop
The Weeknd,LUGNA HITS,Out of Time,pop
Sean Paul;Dua Lipa,Mad Love The Prequel,No Lie,pop
Diljit Dosanjh,MoonChild Era,Lover,pop
The Weeknd;Daft Punk,Halloween 2022,Starboy,pop
The Weeknd,HÖST,Out of Time,pop
Javed-Mohsin;Arijit Singh;Shreya Ghoshal,Pal,Pal,pop
Vishal-Shekhar;KK;Shilpa Rao,Bachna Ae Haseeno,Khuda Jaane,pop
Vishal Mishra,Kabir Singh,Kaise Hua,pop
Justin Bieber,Justice,Ghost,pop
The Weeknd;Daft Punk,Halloween Party 2022,Starboy,pop
Vishal Mishra,Manjha,Manjha,pop
Tegi Pannu;Manni Sandhu,Schedule,Schedule,pop
Arijit Singh;Mithoon,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")","Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",pop
Prem Dhillon,No Lookin' Back,OG,pop
Dua Lipa,Future Nostalgia,Levitating,pop
The Weeknd,Drippy Drippy,The Hills,pop
Harnoor,Parshawan,Parshawan,pop
The Weeknd;Daft Punk,Sunny Mornings,I Feel It Coming,pop
Armaan Malik,Tu/You - Spotify Singles,Tu / You,pop
The Weeknd,Autumn Vibes 2022,Take My Breath - Single Version,pop
Darshan Raval,Asal Mein,Asal Mein,pop
A.R. Rahman;Arijit Singh;Shashaa Tirupati,"Rait Zara Si (From ""Atrangi Re"")","Rait Zara Si (From ""Atrangi Re"")",pop
The Weeknd,Halloween 2022,Blinding Lights,pop
AP Dhillon;Shinda Kahlon;Gminxr,HIDDEN GEMS,SPACESHIP,pop
Gym Class Heroes;Adam Levine,The Papercut Chronicles II,Stereo Hearts (feat. Adam Levine),pop
The Weeknd,Best R&B Tunes,Blinding Lights,pop
The Weeknd,Halloween Party 2022,Blinding Lights,pop
Taylor Swift,1989 (Deluxe),Blank Space,pop
The Weeknd,Autopilot,Blinding Lights,pop
The Weeknd;Daft Punk,Autumn Vibes 2022,I Feel It Coming,pop
Sachet Tandon;Nikhita Gandhi;Madhubanti Bagchi;Sachin-Jigar,Shiddat,Barbaadiyan,pop
Sanam,Universally SANAM,Gulabi Aankhen,pop
Jubin Nautiyal;Rocky - Shiv,Humnava Mere,Humnava Mere,pop
benny blanco;BTS;Snoop Dogg,Bad Decisions (with BTS & Snoop Dogg),Bad Decisions (with BTS & Snoop Dogg),pop
Amit Trivedi,Kedarnath,Namo Namo,pop
Vishal Mishra,"Kaise Hua (From ""Kabir Singh"")","Kaise Hua (From ""Kabir Singh"")",pop
Prem Dhillon,No Lookin' Back,Nah They Can’t,pop
ShaSings;Xtreeemit,Let Me Down Slowly / Mai Dhoondhne Ko Zamaney / Kabhi Jo Badal Barsey (Medley),Let Me Down Slowly / Mai Dhoondhne Ko Zamaney / Kabhi Jo Badal Barsey (Medley),pop
A.R. Rahman;Shreya Ghoshal,Mimi (Original Motion Picture Soundtrack),Param Sundari,pop
Vishal Chandrashekhar;S.P. Charan;Ramya Behra,"Oh Sita Hey Rama [From ""Sita Ramam (Telugu)""]","Oh Sita Hey Rama (From ""Sita Ramam (Telugu)"")",pop
The Weeknd,"My Dear Melancholy,",Call Out My Name,pop
Azaan Sami Khan,Ik Lamha,Ik Lamha,pop
Salim–Sulaiman;Rahat Fateh Ali Khan;Jaideep Sahni,Aaja Nachle,O Re Piya,pop
Troye Sivan,Strawberries & Cigarettes,Strawberries & Cigarettes,pop
Arijit Singh,Aashiqui 2,Tum Hi Ho,pop
Doja Cat,Planet Her,Woman,pop
Ariana Grande,Positions,positions,pop
Shafqat Amanat Ali,Ra-One,Dildaara (Stand By Me),pop
Harry Styles,Fine Line,Watermelon Sugar,pop
Arijit Singh;Nikhita Gandhi,Kedarnath,Qaafirana,pop
Glass Animals,Dreamland (+ Bonus Levels),Heat Waves,pop
Ami Mishra,Hamari Adhuri Kahani (Original Motion Picture Soundtrack),Hasi - Male Version,pop
A.R. Rahman;Arijit Singh,OK Jaanu (Original Motion Picture Soundtrack),Enna Sona,pop
ZAYN;Sia,Icarus Falls,Dusk Till Dawn (feat. Sia) - Radio Edit,pop
Vishal-Shekhar;Arijit Singh;Shilpa Rao;Kumaar,"Ghungroo (From ""War"")","Ghungroo (From ""War"")",pop
Atif Aslam;Shiraz Uppal,Pehli Dafa,Pehli Dafa,pop
Shawn Mendes;Camila Cabello,Señorita,Señorita,pop
AP Dhillon;Shinda Kahlon;Gminxr,Two Hearts Never Break The Same,Final Thoughts,pop
Atif Aslam;Arko,"O Saathi (From ""Baaghi 2"")",O Saathi,pop
Amaal Mallik;Arijit Singh;Tulsi Kumar,Airlift,Soch Na Sake,pop
Tanishk Bagchi;Pav Dharia;Nikhita Gandhi,"Najaa (From ""Sooryavanshi"")","Najaa (From ""Sooryavanshi"")",pop
Guri,Nira Ishq,Nira Ishq,pop
Priya Saraiya;Divya Kumar,ABCD 2,Sun Saathiya,pop
Gulab Sidhu;Sukh Lotey,Ainak,Ainak,pop
OneRepublic,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",I Ain't Worried,pop
Darshan Raval,Baarishon Mein,Baarishon Mein,pop
Guru Randhawa;Asees Kaur,"Nain Ta Heere (From ""Jugjugg Jeeyo"")","Nain Ta Heere (From ""Jugjugg Jeeyo"")",pop
Maninder Buttar,Ik Tera,Ik Tera,pop
A.R. Rahman;Javed Ali,Jodhaa Akbar (Original Motion Picture Soundtrack),Jashn-E-Bahaaraa,pop
Tanishk Bagchi;Zahrah S Khan;Dev Negi,"Kusu Kusu (From ""Satyameva Jayate 2"")","Kusu Kusu (From ""Satyameva Jayate 2"")",pop
Vishal-Shekhar;Salim Merchant;Neeti Mohan;Shekhar Ravjiani,Student of the Year (Original Motion Picture Soundtrack),Ishq Wala Love,pop
The Kid LAROI;Justin Bieber,F*CK LOVE 3: OVER YOU,STAY (with Justin Bieber),pop
Arko,Bareilly Ki Barfi,Nazm Nazm,pop
Avicii,The Days / Nights,The Nights,pop
Shaarib Toshi;Arijit Singh,"Bandeya (feat. Arijit Singh) [From ""Dil Juunglee""]","Bandeya (feat. Arijit Singh) - From ""Dil Juunglee""",pop
Ellie Goulding,Delirium (Deluxe),"Love Me Like You Do - From ""Fifty Shades Of Grey""",pop
Darshan Raval;Rochak Kohli;R. D. Burman,Ek Ladki Ko Dekha Toh Aisa Laga,Ek Ladki Ko Dekha Toh Aisa Laga - Title Track,pop
Sidhu Moose Wala,No Name,Everybody Hurts,pop
Neeraj Shridhar;Kavita Seth,Cocktail (Original Motion Picture Soundtrack),Tum Hi Ho Bandhu,pop
Tanishk Bagchi;Jubin Nautiyal;Asees Kaur,Shershaah (Original Motion Picture Soundtrack),Raataan Lambiyan,pop
Amit Trivedi;Kavita Seth;Amitabh Bhattacharya,I Love You...Forever,"Iktara (From ""Wake Up Sid"")",pop
Maninder Buttar;Zahrah S Khan;Tanishk Bagchi,Sakhiyan2.0 - BellBottom,Sakhiyan2.0,pop
Shawn Mendes,Illuminate (Deluxe),There's Nothing Holdin' Me Back,pop
BTS,Proof,Run BTS,pop
Yuvan Shankar Raja,"Veera Soora (From ""Naane Varuvean"")",Veera Soora,pop
BLACKPINK,BORN PINK,Pink Venom,pop
Prem Dhillon,No Lookin' Back,26 Blvd,pop
Alka Yagnik;Arijit Singh,Love Forever With Arijit Singh,"Agar Tum Saath Ho (From ""Tamasha"")",pop
Shreya Ghoshal;Palakad Sreeram;Mahesh Vinayakram,Ponniyin Selvan Part-1 (Original Motion Picture Soundtrack),Ratchasa Maamaney,pop
Stebin Ben,Mera Dil Bhi Kitna Pagal Hai (Recreated Version),Mera Dil Bhi Kitna Pagal Hai - Recreated Version,pop
